0.00,13.03239235,80.26757633,-126.2474071,12
31.00,13.03248294,80.26761024,-109.8104335,8
98.00,13.03248294,80.26761024,-96.71949038,8
112.00,13.03263383,80.26761233,-89.32658647,6
112.00,13.03263383,80.26761233,-89.32658647,6
119.00,13.03269811,80.26765811,-86.07881461,6
119.00,13.03269811,80.26765811,-86.07881461,6
128.00,13.03276685,80.26769764,-83.64671016,6
128.00,13.03276685,80.26769764,-83.64671016,6
134.00,13.03286895,80.26772453,-81.85790026,12
134.00,13.03286895,80.26772453,-81.85790026,12
140.00,13.03302586,80.26771735,-80.69639806,6
140.00,13.03302586,80.26771735,-80.69639806,6
146.00,13.03309244,80.26774744,-80.08384895,6
146.00,13.03309244,80.26774744,-80.08384895,6
157.00,13.03300725,80.26777027,-79.4368803,6
157.00,13.03300725,80.26777027,-79.4368803,6
163.00,13.03284683,80.26774319,-78.77518239,4
163.00,13.03284683,80.26774319,-78.77518239,4
169.00,13.03275402,80.2677225,-78.27263439,4
169.00,13.03275402,80.2677225,-78.27263439,4
175.00,13.03261796,80.26764568,-77.11656286,6
175.00,13.03261796,80.26764568,-77.11656286,6
181.00,13.0325092,80.26752179,-76.08144213,6
181.00,13.0325092,80.26752179,-76.08144213,6
187.00,13.03242395,80.26742106,-75.5023722,6
187.00,13.03242395,80.26742106,-75.5023722,6
193.00,13.03226358,80.26733646,-75.15765965,8
193.00,13.03226358,80.26733646,-75.15765965,8
199.00,13.03192864,80.26716918,-72.51722319,8
199.00,13.03192864,80.26716918,-72.51722319,8
205.00,13.0315678,80.26703103,-73.29929335,8
205.00,13.0315678,80.26703103,-73.29929335,8
211.00,13.03116853,80.26690347,-69.6072994,6
211.00,13.03116853,80.26690347,-69.6072994,6
217.00,13.03080494,80.26681221,-70.21805049,8
217.00,13.03080494,80.26681221,-70.21805049,8
223.00,13.03046037,80.26674944,-66.68393943,6
223.00,13.03046037,80.26674944,-66.68393943,6
229.00,13.03015402,80.26672237,-67.84838729,12
229.00,13.03015402,80.26672237,-67.84838729,12
235.00,13.02998176,80.26670467,-68.16876814,6
235.00,13.02998176,80.26670467,-68.16876814,6
241.00,13.02989288,80.26669529,-67.85156384,6
241.00,13.02989288,80.26669529,-67.85156384,6
247.00,13.02979637,80.26667976,-67.11532387,8
247.00,13.02979637,80.26667976,-67.11532387,8
258.00,13.02971393,80.26668629,-65.37645574,8
258.00,13.02971393,80.26668629,-65.37645574,8
264.00,13.02944568,80.26663163,-64.75237377,8
